CODITEM,ITEM,LINEA,ANIO,SEMANA,DEMANDA,DEMANDA_T_1,DEMANDA_T_2,MEDIA_MOVIL_4,STD_4,ES_CRITICO,STOCK_MINIMO
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,46,7.0,2.0,5.0,5.25,2.05,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,46,6.0,5.0,1.0,4.5,2.06,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,46,6.0,7.0,4.0,5.25,1.3,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,46,6.0,4.0,4.0,6.0,2.45,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,46,1.0,6.0,6.0,4.75,2.17,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,46,8.0,4.0,5.0,5.0,1.87,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,46,6.0,6.0,5.0,5.25,0.83,True,15
30369,"TUBOS DE 2""",AASS,2025,47,15.0,22.0,5.0,11.25,8.88350531415762,True,28
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,47,15.0,29.0,2.0,13.0,11.97218999737864,True,32
30372,"CODOS DE 2"" X 45",AASS,2025,47,220.0,44.0,7.0,73.0,99.17997109631897,True,182
30373,"CODOS DE 2"" X90",AASS,2025,47,70.0,70.0,12.0,40.25,34.37416665656541,True,101
30376,"CODOS DE 4"" X 45",AASS,2025,47,22.0,9.0,8.0,10.25,8.421203397773187,True,26
30377,"CODOS DE 4"" X 90",AASS,2025,47,27.0,19.0,2.0,12.25,12.84198842339716,True,31
30386,"YEE DE 2""",AASS,2025,47,20.0,1.0,1.0,6.25,9.21502396451939,True,16
30388,"YEE 4""",AASS,2025,47,11.0,16.0,1.0,7.75,6.994045086119096,True,19
30389,YEE 4A2,AASS,2025,47,16.0,14.0,2.0,9.25,6.800735254367722,True,23
30390,REDUCTORES DE 4 A 2,AASS,2025,47,12.0,2.0,3.0,6.0,4.546060565661952,True,15
30397,"SIFON DE 2""",AASS,2025,47,25.0,27.0,1.0,14.75,13.175102782647782,True,37
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,47,54.0,47.0,34.0,39.75,13.37597348482219,True,99
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,47,2.0,14.0,7.0,6.0,5.944184833375666,True,15
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,47,4.0,13.0,3.0,23.75,34.46133098609705,True,59
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,47,15.0,2.0,10.0,7.75,5.90903263374528,True,19
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2025,47,20.0,11.0,11.0,16.75,6.9462219947249535,True,42
30512,TEFLON 19MM*02MM*15M,AAPP,2025,47,12.0,11.0,10.0,9.0,4.082482904638632,True,22
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,47,2.0,6.0,6.0,6.5,4.123105625617661,True,16
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,47,4.0,31.0,23.0,16.0,13.140268896284674,True,40
AAPP-011,"UNION DE 1/2""",AAPP,2025,47,17.0,11.0,8.0,10.0,5.47722557505165,True,25
AAPP-013,"TAPON HEMBRA DE 1/2""",AAPP,2025,47,20.0,4.0,4.0,8.5,7.724420150837644,True,21
AAPP-019,"TEE DE 1"" PEGABLES",AAPP,2025,47,12.0,2.0,3.0,4.5,5.066228051190222,True,11
AAPP-023,CODO DE PRESION PEGABLE DE 25MMX90°,AAPP,2025,47,15.0,6.0,1.0,8.5,6.244997998398398,True,21
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,47,15.0,7.0,6.0,7.75,5.1234753829798,True,19
AAPP-050,TUBO DE PRESION 25 X1.1,AAPP,2025,47,20.0,1.0,13.0,8.75,9.394147114027964,True,22
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,47,8.0,7.0,2.0,5.5,2.29,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,47,4.0,6.0,5.0,4.0,1.87,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,47,4.0,6.0,7.0,5.25,1.3,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,47,5.0,6.0,4.0,4.75,0.83,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,47,3.0,1.0,6.0,4.0,2.12,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,47,4.0,8.0,4.0,5.25,1.64,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,47,8.0,6.0,6.0,6.25,1.09,True,15
30369,"TUBOS DE 2""",AASS,2025,48,10.0,15.0,22.0,13.0,7.25718035235908,True,32
30371,"TUBOS DE 4"" DESAGUE",AASS,2025,48,15.0,15.0,29.0,15.25,11.026483271348718,True,38
30372,"CODOS DE 2"" X 45",AASS,2025,48,30.0,220.0,44.0,75.25,97.69808937060472,True,188
30373,"CODOS DE 2"" X90",AASS,2025,48,30.0,70.0,70.0,45.5,29.228981051917177,True,114
30376,"CODOS DE 4"" X 45",AASS,2025,48,15.0,22.0,9.0,13.5,6.454972243679028,True,34
30377,"CODOS DE 4"" X 90",AASS,2025,48,10.0,27.0,19.0,14.5,10.847426730181986,True,36
30386,"YEE DE 2""",AASS,2025,48,10.0,20.0,1.0,8.0,9.055385138137416,True,20
30388,"YEE 4""",AASS,2025,48,15.0,11.0,16.0,10.75,6.849574196011505,True,27
30389,YEE 4A2,AASS,2025,48,16.0,16.0,14.0,12.0,6.733003292241386,True,30
30397,"SIFON DE 2""",AASS,2025,48,25.0,25.0,27.0,19.5,12.36931687685298,True,49
30412,"CODO 1/2"" X45",AAPP,2025,48,6.0,22.0,8.0,21.5,20.289570391377605,True,54
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,48,30.0,54.0,47.0,41.25,11.176612486199309,True,103
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,48,4.0,2.0,14.0,6.75,5.25198375219624,True,17
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,48,2.0,4.0,13.0,5.5,5.066228051190202,True,14
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,48,2.0,15.0,2.0,7.25,6.396613687465163,True,18
30486,"ALARGADOR DE SIFON 1 1/2""",AAPP,2025,48,4.0,2.0,2.0,3.0,1.1547005383792517,True,8
30491,"LLAVE DE PASO DE 1/2""",AAPP,2025,48,1.0,19.0,25.0,11.75,12.093386622447824,True,29
30512,TEFLON 19MM*02MM*15M,AAPP,2025,48,13.0,12.0,11.0,11.5,1.290994448735813,True,29
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,48,8.0,4.0,31.0,16.5,12.662279942148375,True,41
AAPP-011,"UNION DE 1/2""",AAPP,2025,48,6.0,17.0,11.0,10.5,4.795831523312707,True,26
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,48,6.0,3.0,3.0,4.5,1.732050807568873,True,11
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2025,48,15.0,15.0,7.0,10.75,4.924428900898053,True,27
AAPP-050,TUBO DE PRESION 25 X1.1,AAPP,2025,48,12.0,20.0,1.0,11.5,7.85281265959316,True,29
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,48,6.0,8.0,7.0,5.75,2.28,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,48,4.0,4.0,6.0,4.75,0.83,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,48,7.0,4.0,6.0,6.0,1.22,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,48,5.0,5.0,6.0,5.0,0.71,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,48,5.0,3.0,1.0,3.75,1.92,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,48,1.0,4.0,8.0,4.25,2.49,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,48,4.0,8.0,6.0,6.0,1.41,True,15
30369,"TUBOS DE 2""",AASS,2025,49,1.0,10.0,15.0,12.0,8.831760866327848,True,30
30372,"CODOS DE 2"" X 45",AASS,2025,49,20.0,30.0,220.0,78.5,94.84548838329984,True,196
30373,"CODOS DE 2"" X90",AASS,2025,49,2.0,30.0,70.0,43.0,33.20642508109939,True,108
30376,"CODOS DE 4"" X 45",AASS,2025,49,2.0,15.0,22.0,12.0,8.524474568362947,True,30
30377,"CODOS DE 4"" X 90",AASS,2025,49,6.0,10.0,27.0,15.5,9.39858145324779,True,39
30386,"YEE DE 2""",AASS,2025,49,2.0,10.0,20.0,8.25,8.80814017448254,True,21
30389,YEE 4A2,AASS,2025,49,6.0,16.0,16.0,13.0,4.760952285695233,True,32
30397,"SIFON DE 2""",AASS,2025,49,7.0,25.0,25.0,21.0,9.380831519646858,True,52
30412,"CODO 1/2"" X45",AAPP,2025,49,14.0,6.0,22.0,12.5,7.1879528842826135,True,31
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,49,144.0,30.0,54.0,68.75,51.16883817324759,True,172
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,49,3.0,4.0,9.0,6.0,2.943920288775949,True,15
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,49,13.0,4.0,2.0,8.25,6.130524719249837,True,21
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,49,14.0,2.0,4.0,8.25,6.130524719249823,True,21
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,49,8.0,2.0,15.0,6.75,6.184658438426491,True,17
30512,TEFLON 19MM*02MM*15M,AAPP,2025,49,21.0,13.0,12.0,14.25,4.5734742446707495,True,36
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,49,5.0,2.0,6.0,4.75,1.892969448600092,True,12
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,49,7.0,1.0,6.0,4.75,2.6299556396765853,True,12
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,49,38.0,8.0,4.0,20.25,16.780444968275813,True,51
AAPP-011,"UNION DE 1/2""",AAPP,2025,49,11.0,6.0,17.0,11.25,4.499999999999986,True,28
AAPP-025,CODO PRESION PEGABLE 25MM*45°,AAPP,2025,49,3.0,6.0,3.0,3.75,1.4999999999999951,True,9
AAPP-038,CAJETIN MEDIDOR AGUA,AAPP,2025,49,22.0,1.0,4.0,7.0,10.099504938362076,True,18
OF1-031,REDUCTOR 25*20 PRESIOM,AAPP,2025,49,4.0,1.0,5.0,3.25,1.707825127659933,True,8
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,49,7.0,6.0,8.0,7.0,0.71,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,49,1.0,4.0,4.0,3.75,1.79,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,49,6.0,7.0,4.0,5.75,1.09,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,49,5.0,5.0,5.0,5.25,0.43,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,49,4.0,5.0,3.0,3.25,1.48,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,49,5.0,1.0,4.0,4.5,2.5,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,49,7.0,4.0,8.0,6.25,1.48,True,15
30372,"CODOS DE 2"" X 45",AASS,2025,50,4.0,20.0,30.0,68.5,101.56607045006056,True,171
30373,"CODOS DE 2"" X90",AASS,2025,50,4.0,2.0,30.0,26.5,31.680698645494967,True,66
30397,"SIFON DE 2""",AASS,2025,50,1.0,7.0,25.0,14.5,12.36931687685298,True,36
30412,"CODO 1/2"" X45",AAPP,2025,50,20.0,14.0,6.0,15.5,7.1879528842826135,True,39
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,50,110.0,144.0,30.0,84.5,51.93264869039513,True,211
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,50,18.0,3.0,4.0,8.5,6.855654600401044,True,21
30423,"TUBO DE 1/2"" DE AGUA CALIENTE- ROJA",AAPP,2025,50,27.0,1.0,1.0,7.5,13.0,True,19
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,50,30.0,8.0,2.0,13.75,12.065791865158843,True,34
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2025,50,2.0,8.0,4.0,4.5,2.516611478423583,True,11
30483,"SIFON DE 1 1/4"" ",AAPP,2025,50,6.0,1.0,2.0,2.5,2.3804761428476184,True,6
30512,TEFLON 19MM*02MM*15M,AAPP,2025,50,18.0,21.0,13.0,16.0,4.242640687119287,True,40
AAPP-007,"TEE DE 3/4"" A 1/2""",AAPP,2025,50,3.0,8.0,5.0,5.0,2.1602468994692883,True,12
AAPP-050,TUBO DE PRESION 25 X1.1,AAPP,2025,50,5.0,12.0,20.0,9.5,8.346656017032604,True,24
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,50,5.0,7.0,6.0,6.5,1.12,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,50,8.0,1.0,4.0,4.25,2.49,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,50,2.0,6.0,7.0,4.75,1.92,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,50,6.0,5.0,5.0,5.25,0.43,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,50,4.0,4.0,5.0,4.0,0.71,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,50,5.0,5.0,1.0,3.75,1.64,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,50,11.0,7.0,4.0,7.5,2.5,True,15
30369,"TUBOS DE 2""",AASS,2025,51,2.0,1.0,10.0,7.0,6.683312551921141,True,18
30372,"CODOS DE 2"" X 45",AASS,2025,51,12.0,4.0,20.0,16.5,11.120551545074852,True,41
30373,"CODOS DE 2"" X90",AASS,2025,51,9.0,4.0,2.0,11.25,12.84198842339716,True,28
30377,"CODOS DE 4"" X 90",AASS,2025,51,6.0,6.0,10.0,12.25,10.012492197250394,True,31
30378,"REJILLA CROMADA DE 2""",AASS,2025,51,4.0,2.0,4.0,3.0,1.1547005383792437,True,8
30386,"YEE DE 2""",AASS,2025,51,1.0,2.0,10.0,8.25,8.80814017448254,True,21
30388,"YEE 4""",AASS,2025,51,1.0,15.0,11.0,10.75,6.849574196011505,True,27
30389,YEE 4A2,AASS,2025,51,8.0,6.0,16.0,11.5,5.259911279353167,True,29
30390,REDUCTORES DE 4 A 2,AASS,2025,51,8.0,12.0,2.0,6.25,4.645786621588784,True,16
30397,"SIFON DE 2""",AASS,2025,51,1.0,1.0,7.0,8.5,11.357816691600544,True,21
30401,"SIFON DE 1 1/2"" CON ACOPLE /EDESA",AASS,2025,51,10.0,4.0,1.0,10.0,10.677078252031311,True,25
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,51,56.0,110.0,144.0,85.0,51.54932912592882,True,212
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,51,2.0,13.0,4.0,5.25,5.25198375219624,True,13
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,51,1.0,14.0,2.0,5.25,5.965176722724411,True,13
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,51,1.0,30.0,8.0,10.25,13.524668819112232,True,26
304832,SIFON DE 1/4 CON ACOPLE EDESA ,AAPP,2025,51,3.0,6.0,5.0,3.75,2.217355782608345,True,9
30486,"ALARGADOR DE SIFON 1 1/2""",AAPP,2025,51,9.0,4.0,2.0,4.25,3.304037933599835,True,11
30487,"ALARGADOR DE SIFON 1 1/4""",AAPP,2025,51,7.0,2.0,1.0,3.25,2.6299556396765835,True,8
30512,TEFLON 19MM*02MM*15M,AAPP,2025,51,4.0,18.0,21.0,14.0,7.438637868140467,True,35
30532,"REJILLA PLASTICA DE 2""",AASS,2025,51,1.0,1.0,6.0,2.25,2.499999999999999,True,6
AAPP-011,"UNION DE 1/2""",AAPP,2025,51,35.0,11.0,6.0,17.25,12.658988901172156,True,43
AAPP-038,CAJETIN MEDIDOR AGUA,AAPP,2025,51,12.0,22.0,1.0,9.75,9.394147114027968,True,24
OF1-031,REDUCTOR 25*20 PRESIOM,AAPP,2025,51,3.0,4.0,1.0,3.25,1.707825127659933,True,8
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,51,8.0,5.0,7.0,6.5,1.12,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,51,1.0,8.0,1.0,3.5,2.87,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,51,10.0,2.0,6.0,6.25,2.86,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,51,7.0,6.0,5.0,5.75,0.83,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,51,8.0,4.0,4.0,5.25,1.64,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,51,3.0,5.0,5.0,3.5,1.66,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,51,5.0,11.0,7.0,6.75,2.68,True,15
30369,"TUBOS DE 2""",AASS,2025,52,29.0,2.0,1.0,10.5,12.974333637352377,True,26
30372,"CODOS DE 2"" X 45",AASS,2025,52,41.0,12.0,4.0,19.25,15.903353943953666,True,48
30373,"CODOS DE 2"" X90",AASS,2025,52,60.0,9.0,4.0,18.75,27.65712686933816,True,47
30386,"YEE DE 2""",AASS,2025,52,12.0,1.0,2.0,6.25,5.560275772537425,True,16
30389,YEE 4A2,AASS,2025,52,40.0,8.0,6.0,17.5,15.609825965290794,True,44
30390,REDUCTORES DE 4 A 2,AASS,2025,52,10.0,8.0,12.0,8.0,4.320493798938574,True,20
30401,"SIFON DE 1 1/2"" CON ACOPLE /EDESA",AASS,2025,52,2.0,10.0,4.0,4.25,4.03112887414928,True,11
30412,"CODO 1/2"" X45",AAPP,2025,52,83.0,20.0,14.0,30.75,35.30226621620771,True,77
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2025,52,363.0,56.0,110.0,168.25,134.79459682544154,True,421
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2025,52,50.0,18.0,3.0,18.75,21.929812280698314,True,47
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2025,52,77.0,2.0,13.0,24.0,35.65576157275754,True,60
30451,"NEPLO 1/2"" X 6 CM",AAPP,2025,52,113.0,1.0,14.0,32.5,53.99073994677235,True,81
30452,"NEPLO 1/2"" X 10 CM",AAPP,2025,52,54.0,1.0,30.0,23.25,23.935677693908453,True,58
30486,"ALARGADOR DE SIFON 1 1/2""",AAPP,2025,52,2.0,9.0,4.0,4.25,3.304037933599835,True,11
30512,TEFLON 19MM*02MM*15M,AAPP,2025,52,30.0,4.0,18.0,18.25,10.781929326423912,True,46
30532,"REJILLA PLASTICA DE 2""",AASS,2025,52,40.0,1.0,1.0,12.0,18.814887722226786,True,30
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2025,52,15.0,5.0,2.0,7.0,5.597618541248889,True,18
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2025,52,120.0,7.0,1.0,33.5,57.72636601530823,True,84
AAPP-007,"TEE DE 3/4"" A 1/2""",AAPP,2025,52,10.0,3.0,8.0,6.5,3.109126351029606,True,16
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2025,52,161.0,38.0,8.0,52.75,73.74449131969112,True,132
AAPP-011,"UNION DE 1/2""",AAPP,2025,52,71.0,35.0,11.0,30.75,29.669007398293594,True,77
AAPP-038,CAJETIN MEDIDOR AGUA,AAPP,2025,52,1.0,12.0,22.0,9.0,10.099504938362076,True,22
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2025,52,5.0,8.0,5.0,6.25,1.3,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2025,52,6.0,1.0,8.0,4.0,3.08,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2025,52,3.0,10.0,2.0,5.25,3.11,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2025,52,5.0,7.0,6.0,5.75,0.83,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2025,52,6.0,8.0,4.0,5.5,1.66,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2025,52,6.0,3.0,5.0,4.75,1.09,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2025,52,7.0,5.0,11.0,7.5,2.18,True,15
30412,"CODO 1/2"" X45",AAPP,2026,2,104.0,83.0,20.0,55.25,45.05829557362329,True,138
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2026,2,257.0,363.0,56.0,196.5,139.7676643576761,True,491
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2026,2,82.0,50.0,18.0,38.25,35.14138111495714,True,96
30433,"TEE ROSCABLE  DE 1/2""",AAPP,2026,2,162.0,77.0,2.0,63.5,73.52323895658206,True,159
30435,UNION ROSCABLE 3/4,AAPP,2026,2,100.0,11.0,6.0,31.5,45.712872001950025,True,79
30451,"NEPLO 1/2"" X 6 CM",AAPP,2026,2,101.0,113.0,1.0,57.25,57.89861829094024,True,143
30452,"NEPLO 1/2"" X 10 CM",AAPP,2026,2,108.0,54.0,1.0,48.25,45.34589286804264,True,121
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2026,2,2.0,2.0,8.0,4.0,2.8284271247461903,True,10
30491,"LLAVE DE PASO DE 1/2""",AAPP,2026,2,18.0,1.0,19.0,15.75,10.307764064044152,True,39
30505,TAPON ROSCABLE MACHO DE 1/2,AAPP,2026,2,113.0,20.0,11.0,38.75,49.681485485037584,True,97
30512,TEFLON 19MM*02MM*15M,AAPP,2026,2,70.0,30.0,4.0,30.5,28.39600910926276,True,76
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2026,2,25.0,15.0,5.0,11.75,10.436314802968846,True,29
AAPP-003,"NEPLO PERDIDO 3/4"" ",AAPP,2026,2,100.0,1.0,2.0,27.0,48.69633798688905,True,68
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2026,2,78.0,120.0,7.0,51.5,57.518113089124654,True,129
AAPP-006,"TEE DE 3/4""",AAPP,2026,2,13.0,2.0,3.0,5.0,5.354126134736338,True,12
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2026,2,78.0,161.0,38.0,71.25,66.34945365261119,True,178
AAPP-011,"UNION DE 1/2""",AAPP,2026,2,104.0,71.0,35.0,55.25,40.79522030826651,True,138
AAPP-013,"TAPON HEMBRA DE 1/2""",AAPP,2026,2,105.0,20.0,4.0,33.25,48.42433961002119,True,83
AAPP-038,CAJETIN MEDIDOR AGUA,AAPP,2026,2,8.0,1.0,12.0,10.75,8.770214744615247,True,27
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2026,2,6.0,5.0,5.0,6.0,1.22,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2026,2,3.0,8.0,6.0,4.5,2.69,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2026,2,6.0,4.0,3.0,5.75,2.68,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2026,2,2.0,2.0,5.0,4.0,2.12,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2026,2,5.0,5.0,6.0,6.0,1.22,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2026,2,8.0,9.0,6.0,6.5,2.29,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2026,2,5.0,5.0,7.0,5.5,0.87,True,15
30369,"TUBOS DE 2""",AASS,2026,3,3.0,29.0,2.0,8.75,13.524668819112232,True,22
30371,"TUBOS DE 4"" DESAGUE",AASS,2026,3,5.0,15.0,15.0,16.0,9.865765724632483,True,40
30372,"CODOS DE 2"" X 45",AASS,2026,3,7.0,41.0,12.0,16.0,16.990193249832878,True,40
30373,"CODOS DE 2"" X90",AASS,2026,3,5.0,60.0,9.0,19.5,27.0862818907776,True,49
30376,"CODOS DE 4"" X 45",AASS,2026,3,3.0,2.0,15.0,10.5,9.678154093971983,True,26
30386,"YEE DE 2""",AASS,2026,3,2.0,12.0,1.0,4.25,5.188127472091126,True,11
30388,"YEE 4""",AASS,2026,3,1.0,1.0,15.0,7.0,7.118052168020874,True,18
30389,YEE 4A2,AASS,2026,3,3.0,40.0,8.0,14.25,17.289206652321173,True,36
30390,REDUCTORES DE 4 A 2,AASS,2026,3,1.0,10.0,8.0,7.75,4.7871355387816905,True,19
30397,"SIFON DE 2""",AASS,2026,3,3.0,1.0,1.0,3.0,2.8284271247461867,True,8
30401,"SIFON DE 1 1/2"" CON ACOPLE /EDESA",AASS,2026,3,1.0,2.0,10.0,4.25,4.03112887414928,True,11
30413,"CODO ROSCABLE 1/2"" X 90",AAPP,2026,3,26.0,257.0,363.0,175.5,161.68797110484132,True,439
30414,"CODO ROSCABLE 3/4"" X 90",AAPP,2026,3,6.0,82.0,50.0,39.0,34.156502553198656,True,98
30423,"TUBO DE 1/2"" DE AGUA CALIENTE- ROJA",AAPP,2026,3,3.0,27.0,1.0,8.0,12.701705922171769,True,20
30451,"NEPLO 1/2"" X 6 CM",AAPP,2026,3,6.0,101.0,113.0,55.25,59.99097154294691,True,138
30452,"NEPLO 1/2"" X 10 CM",AAPP,2026,3,9.0,108.0,54.0,43.0,49.213819197457134,True,108
30469,"BUSHING ROSCABLE 3/4"" A 1/2""",AAPP,2026,3,6.0,2.0,2.0,4.5,3.0,True,11
30491,"LLAVE DE PASO DE 1/2""",AAPP,2026,3,25.0,18.0,1.0,15.75,10.307764064044152,True,39
30512,TEFLON 19MM*02MM*15M,AAPP,2026,3,9.0,70.0,30.0,28.25,30.026377292862577,True,71
AAPP-001,UNION UNIVERSAL 3/4 ROSCABLE,AAPP,2026,3,6.0,25.0,15.0,12.75,9.322910847297996,True,32
AAPP-005,"UNION UNIVERSAL 1/2""",AAPP,2026,3,6.0,78.0,120.0,52.75,56.09144319769281,True,132
AAPP-007,"TEE DE 3/4"" A 1/2""",AAPP,2026,3,8.0,10.0,3.0,7.25,2.9860788111948207,True,18
AAPP-010,"NEPLO PERDIDO 1/2""",AAPP,2026,3,16.0,78.0,161.0,73.25,63.882052774364304,True,183
AAPP-011,"UNION DE 1/2""",AAPP,2026,3,1.0,104.0,71.0,52.75,44.54492114708477,True,132
AAPP-038,CAJETIN MEDIDOR AGUA,AAPP,2026,3,8.0,8.0,1.0,7.25,4.573474244670749,True,18
AAPP-046,"TUBO DE 3/4"" DE AGUA FRÍA- ROSCABLE - PLOMA",AAPP,2026,3,3.0,15.0,15.0,10.0,6.000000000000001,True,25
90001,CEMENTO PORTLAND TIPO GU,OBRA_GRIS,2026,3,5.0,6.0,5.0,5.25,0.43,True,25
90002,VARILLA DE ACERO 12mm,OBRA_GRIS,2026,3,3.0,3.0,8.0,5.0,2.12,True,18
90003,ARENA LAVADA m3,OBRA_GRIS,2026,3,7.0,6.0,4.0,5.0,1.58,True,12
90004,GRAVA 3/4 m3,OBRA_GRIS,2026,3,2.0,2.0,2.0,2.75,1.3,True,10
90005,BLOQUE HORMIGON 15cm,OBRA_GRIS,2026,3,6.0,5.0,5.0,5.5,0.5,True,60
90006,CABLE ELECTRICO THHN #12,ELECTRICO,2026,3,5.0,8.0,9.0,7.0,1.58,True,40
90007,"TUBERIA PVC SANITARIA 4""",AAPP,2026,3,3.0,5.0,5.0,5.0,1.41,True,15
30412,"CODO 1/2"" X45",AAPP,2026,4,1.0,104.0,83.0,52.0,49.29503017546495,True,130
